symbol,coinbase_pair,start_date,end_date,days_covered,data_age_group,market_cap,market_cap_rank,market_cap_tier,categories,crypto_family,category_list,family_list,notes,consolidated_categories_list,consolidated_categories
HFT,HFT-USD,11/7/2022 14:00,7/30/2025 2:00,996,Established,45383939,236,Small Cap,"DeFi, DEX",Ethereum,"['DeFi', 'DEX']",['Ethereum'],,['DeFi'],DeFi
BOBA,BOBA-USD,6/30/2022 16:00,7/29/2025 23:00,1126,Established,45192375,237,Small Cap,"Layer-2, Scaling",Ethereum,"['Layer-2', 'Scaling']",['Ethereum'],,['Layer 2 / Scaling'],Layer 2 / Scaling
MNDE,MNDE-USD,11/3/2022 16:00,7/30/2025 2:00,1000,Established,44956882,238,Small Cap,"Liquid Staking, Solana",Solana,"['Liquid Staking', 'Solana']",['Solana'],,['DeFi'],DeFi
TNSR,TNSR-USD,4/8/2024 19:00,7/30/2025 3:00,478,New,44730860,239,Small Cap,"NFT, Marketplace",Solana,"['NFT', 'Marketplace']",['Solana'],,['NFTs & Digital Collectibles'],NFTs & Digital Collectibles
OGN,OGN-USD,4/9/2021 16:00,7/30/2025 2:00,1573,Established,43989213,240,Small Cap,"E-Commerce, NFT",Ethereum,"['E-Commerce', 'NFT']",['Ethereum'],,"['NFTs & Digital Collectibles', 'Payments & Commerce']","NFTs & Digital Collectibles, Payments & Commerce"
CELR,CELR-USD,8/16/2022 16:00,7/30/2025 0:00,1079,Established,43883811,241,Small Cap,"Layer-2, Bridge",Ethereum,"['Layer-2', 'Bridge']",['Ethereum'],,['Layer 2 / Scaling'],Layer 2 / Scaling
CLANKER,CLANKER-USD,4/23/2025 16:00,7/30/2025 1:00,98,New,43700791,242,Small Cap,"Meme, Token Deployment",Base,"['Meme', 'Token Deployment']",['Base'],,['Meme & Community Tokens'],Meme & Community Tokens
RARE,RARE-USD,8/2/2022 16:00,7/30/2025 3:00,1093,Established,43522557,243,Small Cap,"NFT, Marketplace",Ethereum,"['NFT', 'Marketplace']",['Ethereum'],,['NFTs & Digital Collectibles'],NFTs & Digital Collectibles
STORJ,STORJ-USD,3/25/2021 16:00,7/30/2025 3:00,1588,Established,43492250,244,Small Cap,"Storage, Cloud",Ethereum,"['Storage', 'Cloud']",['Ethereum'],,['Other / Specialized'],Other / Specialized
KERNEL,KERNEL-USD,4/14/2025 19:00,7/30/2025 2:00,107,New,42801258,245,Small Cap,"DeFi, Restaking",Ethereum,"['DeFi', 'Restaking']",['Ethereum'],,['DeFi'],DeFi
NCT,NCT-USD,1/13/2022 18:00,7/30/2025 2:00,1294,Established,42623019,246,Small Cap,"Cybersecurity, Data",Ethereum,"['Cybersecurity', 'Data']",['Ethereum'],,"['Privacy & Security', 'Infrastructure & Data']","Privacy & Security, Infrastructure & Data"
TRU,TRU-USD,8/12/2021 19:00,7/30/2025 3:00,1448,Established,42271503,247,Small Cap,"DeFi, Lending",Ethereum,"['DeFi', 'Lending']",['Ethereum'],,['DeFi'],DeFi
KARRAT,KARRAT-USD,4/22/2024 20:00,7/30/2025 2:00,464,New,38345157,248,Small Cap,"Gaming, Infrastructure",Independent,"['Gaming', 'Infrastructure']",['Independent'],,"['Gaming & Metaverse', 'Infrastructure & Data']","Gaming & Metaverse, Infrastructure & Data"
HOPR,HOPR-USD,6/22/2022 16:00,7/30/2025 2:00,1134,Established,37663146,249,Small Cap,"Privacy, Networking",Ethereum,"['Privacy', 'Networking']",['Ethereum'],,['Privacy & Security'],Privacy & Security
ALICE,ALICE-USD,2/24/2022 17:00,7/29/2025 23:00,1252,Established,37517776,250,Small Cap,"Gaming, NFT","Multiple Chains, Ethereum, Chromia","['Gaming', 'NFT']","['Multiple Chains', 'Ethereum', 'Chromia']",,"['NFTs & Digital Collectibles', 'Gaming & Metaverse']","NFTs & Digital Collectibles, Gaming & Metaverse"
REZ,REZ-USD,3/6/2025 17:00,7/30/2025 3:00,146,New,37422266,251,Small Cap,"DeFi, Restaking",Ethereum,"['DeFi', 'Restaking']",['Ethereum'],,['DeFi'],DeFi
DOGINME,DOGINME-USD,4/1/2025 17:00,7/30/2025 1:00,120,New,37110120,252,Small Cap,Meme,Base,['Meme'],['Base'],,['Meme & Community Tokens'],Meme & Community Tokens
A8,A8-USD,7/17/2024 17:00,7/30/2025 0:00,378,New,37076732,253,Small Cap,"Gaming, GameFi",Independent ,"['Gaming', 'GameFi']",['Independent'],,['Gaming & Metaverse'],Gaming & Metaverse
KEYCAT,KEYCAT-USD,4/1/2025 17:00,7/30/2025 2:00,120,New,37029733,254,Small Cap,"Meme, NFTs",Base,"['Meme', 'NFTs']",['Base'],,"['NFTs & Digital Collectibles', 'Meme & Community Tokens']","NFTs & Digital Collectibles, Meme & Community Tokens"
PRCL,PRCL-USD,12/17/2024 17:00,7/30/2025 3:00,225,New,36716337,255,Small Cap,"Real-Estate, Synthetic",Solana,"['Real-Estate', 'Synthetic']",['Solana'],,['DeFi'],DeFi
OXT,OXT-USD,12/16/2019 15:00,7/30/2025 2:00,2053,Legacy,35930111,256,Small Cap,"VPN, Privacy",Ethereum,"['VPN', 'Privacy']",['Ethereum'],,['Privacy & Security'],Privacy & Security
ALEPH,ALEPH-USD,6/22/2022 16:00,7/30/2025 0:00,1134,Established,35077407,257,Small Cap,"Cloud, Storage","Multiple Chains, Solana, Ethereum","['Cloud', 'Storage']","['Multiple Chains', 'Solana', 'Ethereum']",,['Other / Specialized'],Other / Specialized
RAD,RAD-USD,9/1/2021 16:00,7/30/2025 1:00,1428,Established,33184241,258,Small Cap,"Collaboration, Git",Ethereum,"['Collaboration', 'Git']",['Ethereum'],,['Other / Specialized'],Other / Specialized
DEXT,DEXT-USD,6/23/2022 19:00,7/29/2025 23:00,1133,Established,32813185,259,Small Cap,"Analytics, Trading",Ethereum,"['Analytics', 'Trading']",['Ethereum'],,['Infrastructure & Data'],Infrastructure & Data
EDGE,EDGE-USD,4/2/2025 20:00,7/30/2025 1:00,119,New,31791712,260,Small Cap,"Web Services, CDN",Ethereum,"['Web Services', 'CDN']",['Ethereum'],,['Infrastructure & Data'],Infrastructure & Data
ELA,ELA-USD,6/22/2022 17:00,7/30/2025 1:00,1134,Established,31703686,261,Small Cap,"Identity, SmartWeb",Independent,"['Identity', 'SmartWeb']",['Independent'],,['Privacy & Security'],Privacy & Security
FORTH,FORTH-USD,4/21/2021 18:00,7/30/2025 1:00,1561,Established,31402551,262,Small Cap,"Stablecoin, Governance",Ethereum,"['Stablecoin', 'Governance']",['Ethereum'],,['Stablecoins'],Stablecoins
PNG,PNG-USD,10/6/2022 16:00,7/30/2025 2:00,1028,Established,30936654,263,Small Cap,"DEX, Avalanche",Avalanche,"['DEX', 'Avalanche']",['Avalanche'],,['DeFi'],DeFi
INV,INV-USD,1/13/2022 18:00,7/30/2025 0:00,1294,Established,30850659,264,Small Cap,"DeFi, Lending",Ethereum,"['DeFi', 'Lending']",['Ethereum'],,['DeFi'],DeFi
PIRATE,PIRATE-USD,6/13/2024 19:00,7/30/2025 3:00,412,New,29892257,265,Small Cap,"Privacy, Currency",Independent,"['Privacy', 'Currency']",['Independent'],,['Privacy & Security'],Privacy & Security
L3,L3-USD,3/27/2025 16:00,7/30/2025 2:00,125,New,29464948,266,Small Cap,Unknown,Unknown,['Unknown'],['Unknown'],,['Other / Specialized'],Other / Specialized
GTC,GTC-USD,6/10/2021 16:00,7/30/2025 1:00,1511,Established,28267303,267,Small Cap,"Grants, Public Goods",Ethereum,"['Grants', 'Public Goods']",['Ethereum'],,['Other / Specialized'],Other / Specialized
PROMPT,PROMPT-USD,4/10/2025 19:00,7/30/2025 3:00,111,New,28226069,268,Small Cap,"AI, Infrastructure",Ethereum,"['AI', 'Infrastructure']",['Ethereum'],,"['Infrastructure & Data', 'AI & Big Data']","Infrastructure & Data, AI & Big Data"
CLV,CLV-USD,7/15/2021 22:00,7/30/2025 0:00,1476,Established,28099231,269,Small Cap,"Parachain, DeFi",Polkadot,"['Parachain', 'DeFi']",['Polkadot'],,"['Layer 2 / Scaling', 'DeFi']","Layer 2 / Scaling, DeFi"
SPA,SPA-USD,5/3/2023 16:00,7/30/2025 3:00,819,Established,27975464,270,Small Cap,"Stablecoin, DeFi",Ethereum,"['Stablecoin', 'DeFi']",['Ethereum'],,"['DeFi', 'Stablecoins']","DeFi, Stablecoins"
GST,GST-USD,4/28/2022 16:00,7/30/2025 2:00,1189,Established,25509160,271,Small Cap,Move-to-Earn,Solana,['Move-to-Earn'],['Solana'],,['Gaming & Metaverse'],Gaming & Metaverse
SWELL,SWELL-USD,11/7/2024 20:00,7/30/2025 3:00,265,New,24808169,272,Small Cap,Liquid Staking,Ethereum,['Liquid Staking'],['Ethereum'],,['DeFi'],DeFi
GHST,GHST-USD,12/6/2022 17:00,7/30/2025 1:00,967,Established,24631461,273,Small Cap,"Gaming, NFT",Polygon,"['Gaming', 'NFT']",['Polygon'],,"['NFTs & Digital Collectibles', 'Gaming & Metaverse']","NFTs & Digital Collectibles, Gaming & Metaverse"
BADGER,BADGER-USD,10/14/2021 16:00,7/30/2025 0:00,1385,Established,24507947,274,Small Cap,"DeFi, Bitcoin Bridging",Ethereum,"['DeFi', 'Bitcoin Bridging']",['Ethereum'],,['DeFi'],DeFi
PYR,PYR-USD,11/29/2022 17:00,7/30/2025 2:00,974,Established,24325434,275,Small Cap,"Gaming, Metaverse",Polygon,"['Gaming', 'Metaverse']",['Polygon'],,['Gaming & Metaverse'],Gaming & Metaverse
MLN,MLN-USD,6/10/2021 16:00,7/30/2025 2:00,1511,Established,23647069,276,Small Cap,"DeFi, Asset Management",Ethereum,"['DeFi', 'Asset Management']",['Ethereum'],,['DeFi'],DeFi
DIMO,DIMO-USD,4/18/2023 16:00,7/30/2025 0:00,834,Established,23592863,277,Small Cap,"Mobility, Data",Ethereum,"['Mobility', 'Data']",['Ethereum'],,['Infrastructure & Data'],Infrastructure & Data
NKN,NKN-USD,4/9/2021 16:00,7/30/2025 2:00,1573,Established,23242216,278,Small Cap,"Networking, P2P",Independent,"['Networking', 'P2P']",['Independent'],,['Other / Specialized'],Other / Specialized
ARPA,ARPA-USD,10/19/2021 16:00,7/30/2025 0:00,1380,Established,22729921,279,Small Cap,"Privacy, MPC",Ethereum,"['Privacy', 'MPC']",['Ethereum'],,['Privacy & Security'],Privacy & Security
ALCX,ALCX-USD,11/16/2021 17:00,7/30/2025 0:00,1352,Established,22704700,280,Small Cap,"DeFi, Self-Repaying Loans",Ethereum,"['DeFi', 'Self-Repaying Loans']",['Ethereum'],,['DeFi'],DeFi
DNT,DNT-USD,11/3/2021 19:00,7/30/2025 0:00,1365,Established,22220921,281,Small Cap,"Social, Marketplace",Ethereum,"['Social', 'Marketplace']",['Ethereum'],,['Other / Specialized'],Other / Specialized
NEON,NEON-USD,4/30/2024 16:00,7/30/2025 2:00,456,New,21804761,282,Small Cap,"EVM, Solana",Solana,"['EVM', 'Solana']",['Solana'],,['Other / Specialized'],Other / Specialized
PERP,PERP-USD,10/19/2021 16:00,7/30/2025 2:00,1380,Established,20317756,283,Small Cap,"DeFi, Derivatives",Ethereum,"['DeFi', 'Derivatives']",['Ethereum'],,['DeFi'],DeFi
POLS,POLS-USD,12/7/2021 17:00,7/30/2025 2:00,1331,Established,19779997,284,Small Cap,"Launchpad, DeFi",Ethereum,"['Launchpad', 'DeFi']",['Ethereum'],,['DeFi'],DeFi
ERN,ERN-USD,3/8/2022 22:00,7/30/2025 1:00,1240,Established,19706177,285,Small Cap,"NFT, Collectibles",Ethereum,"['NFT', 'Collectibles']",['Ethereum'],,['NFTs & Digital Collectibles'],NFTs & Digital Collectibles
FARM,FARM-USD,7/29/2021 18:00,7/30/2025 1:00,1462,Established,19637443,286,Small Cap,"DeFi, Yield Aggregator",Ethereum,"['DeFi', 'Yield Aggregator']",['Ethereum'],,['DeFi'],DeFi
IDEX,IDEX-USD,12/7/2021 17:00,7/30/2025 2:00,1331,Established,19482404,287,Small Cap,"DEX, Hybrid",Ethereum,"['DEX', 'Hybrid']",['Ethereum'],,['DeFi'],DeFi
MATH,MATH-USD,6/22/2022 16:00,7/30/2025 2:00,1134,Established,19454589,288,Small Cap,"Wallet, DeFi",Ethereum,"['Wallet', 'DeFi']",['Ethereum'],,['DeFi'],DeFi
FIS,FIS-USD,6/16/2022 16:00,7/30/2025 1:00,1140,Established,18627530,289,Small Cap,Liquid Staking,Substrate,['Liquid Staking'],['Substrate'],,['DeFi'],DeFi
VARA,VARA-USD,9/20/2023 18:00,7/30/2025 3:00,679,New,18496473,290,Small Cap,"Parachain, DEX",Polkadot,"['Parachain', 'DEX']",['Polkadot'],,"['Layer 2 / Scaling', 'DeFi']","Layer 2 / Scaling, DeFi"
FOX,FOX-USD,12/7/2021 17:00,7/30/2025 1:00,1331,Established,18303315,291,Small Cap,"Exchange, DeFi",Ethereum,"['Exchange', 'DeFi']",['Ethereum'],,['DeFi'],DeFi
RARI,RARI-USD,10/14/2021 16:00,7/30/2025 3:00,1385,Established,18173671,292,Small Cap,"NFT, Marketplace",Ethereum,"['NFT', 'Marketplace']",['Ethereum'],,['NFTs & Digital Collectibles'],NFTs & Digital Collectibles
BLZ,BLZ-USD,12/9/2021 17:00,7/30/2025 0:00,1329,Established,17409687,293,Small Cap,"Data, Oracle",Cosmos,"['Data', 'Oracle']",['Cosmos'],,['Infrastructure & Data'],Infrastructure & Data
SHDW,SHDW-USD,4/10/2024 16:00,7/30/2025 3:00,476,New,17261772,294,Small Cap,"Storage, Solana",Solana,"['Storage', 'Solana']",['Solana'],,['Other / Specialized'],Other / Specialized
CTX,CTX-USD,1/25/2022 18:00,7/30/2025 1:00,1282,Established,17112886,295,Small Cap,"DeFi, Index",Ethereum,"['DeFi', 'Index']",['Ethereum'],,"['DeFi', 'Infrastructure & Data']","DeFi, Infrastructure & Data"
MDT,MDT-USD,12/9/2021 17:00,7/30/2025 2:00,1329,Established,17090206,296,Small Cap,"Data, Advertising",Ethereum,"['Data', 'Advertising']",['Ethereum'],,['Infrastructure & Data'],Infrastructure & Data
AVT,AVT-USD,2/3/2022 19:00,7/30/2025 0:00,1273,Established,16520569,297,Small Cap,"Enterprise, Ticketing","Ethereum, Polkadot","['Enterprise', 'Ticketing']","['Ethereum', 'Polkadot']",,['Other / Specialized'],Other / Specialized
SUKU,SUKU-USD,11/2/2021 16:00,7/30/2025 2:00,1366,Established,16416449,298,Small Cap,"Supply Chain, NFT",Ethereum,"['Supply Chain', 'NFT']",['Ethereum'],,['NFTs & Digital Collectibles'],NFTs & Digital Collectibles
ZETA,ZETA-USD,2/1/2024 1:00,7/30/2025 4:00,546,New,15834617,299,Small Cap,"Derivatives, Solana",Solana,"['Derivatives', 'Solana']",['Solana'],,['DeFi'],DeFi
SEAM,SEAM-USD,12/11/2023 18:00,7/30/2025 2:00,597,New,15830917,300,Small Cap,"DeFi, Lending",Ethereum,"['DeFi', 'Lending']",['Ethereum'],,['DeFi'],DeFi
KRL,KRL-USD,11/2/2021 16:00,7/30/2025 0:00,1366,Established,15352337,301,Small Cap,"Trading, Tools",Ethereum,"['Trading', 'Tools']",['Ethereum'],,['Infrastructure & Data'],Infrastructure & Data
SXT,SXT-USD,5/8/2025 18:00,7/30/2025 3:00,83,New,14855591,302,Small Cap,"Payments, Identity",Ethereum,"['Payments', 'Identity']",['Ethereum'],,"['Privacy & Security', 'Payments & Commerce']","Privacy & Security, Payments & Commerce"
VOXEL,VOXEL-USD,2/9/2023 17:00,7/30/2025 3:00,902,Established,13961113,303,Small Cap,"Gaming, NFT",Polygon,"['Gaming', 'NFT']",['Polygon'],,"['NFTs & Digital Collectibles', 'Gaming & Metaverse']","NFTs & Digital Collectibles, Gaming & Metaverse"
SHPING,SHPING-USD,1/20/2022 18:00,7/30/2025 3:00,1287,Established,13700000,304,Small Cap,"Rewards, Retail",Ethereum,"['Rewards', 'Retail']",['Ethereum'],,['Payments & Commerce'],Payments & Commerce
INDEX,INDEX-USD,6/9/2022 16:00,7/30/2025 2:00,1147,Established,9835894,305,Small Cap,"DeFi, Index Funds",Ethereum,"['DeFi', 'Index Funds']",['Ethereum'],,"['DeFi', 'Infrastructure & Data']","DeFi, Infrastructure & Data"
FX,FX-USD,10/7/2021 19:00,7/30/2025 1:00,1392,Established,8182620,306,Small Cap,"Blockchain, Telecom",Independent,"['Blockchain', 'Telecom']",['Independent'],,['Layer 1 Blockchains'],Layer 1 Blockchains
LRDS,LRDS-USD,7/24/2024 17:00,7/30/2025 2:00,371,New,8111320,307,Small Cap,"Gaming, Strategy",Ethereum,"['Gaming', 'Strategy']",['Ethereum'],,['Gaming & Metaverse'],Gaming & Metaverse
TIME,TIME-USD,6/23/2022 18:00,7/30/2025 3:00,1133,Established,7403157,308,Small Cap,"Work, Payroll",Ethereum,"['Work', 'Payroll']",['Ethereum'],,['Payments & Commerce'],Payments & Commerce
MUSE,MUSE-USD,6/23/2022 16:00,7/30/2025 1:00,1133,Established,7081189,309,Small Cap,"NFT, DeFi",Ethereum,"['NFT', 'DeFi']",['Ethereum'],,"['DeFi', 'NFTs & Digital Collectibles']","DeFi, NFTs & Digital Collectibles"
PLU,PLU-USD,1/25/2022 18:00,7/30/2025 2:00,1282,Established,6428753,310,Small Cap,"Payments, Rewards",Ethereum,"['Payments', 'Rewards']",['Ethereum'],,['Payments & Commerce'],Payments & Commerce
BNT,BNT-USD,12/15/2020 17:00,7/30/2025 0:00,1688,Established,6080920,311,Small Cap,"DeFi, DEX",Ethereum,"['DeFi', 'DEX']",['Ethereum'],,['DeFi'],DeFi
